2	I hope so.	I'm not sure if I	4
4	Let's go.	The first thing I	5
11	What good stuff?	The first thing to	3
13	Thank God!	I'm not going to be able	2
14	Me.	The first thing I noticed was	2
15	What crap?	I'm not sure what	3
17	No.	1 in the country, and the No	7
19	You always been this selfish?	I'm	15
20	But	it's not just the government that's worried	2
22	Well, no.	I'm not going to do	2
24	I was?	I was a little bit surprised.	2
31	Hi.	I'm a big fan of the game	2
38	Sure have.	The first thing you need	4
41	You're sweet.	You're sweet. You're	2
45	Where?	The answer is, of course	2
52	Right.	I'm not sure if you	4
53	C'esc ma tete.	"	5
58	Why?	The answer is that the government	5
61	Cameron.	"I'm not going	5
62	No, no, it's my fault	. I	2
63	Forget it.	I'm not going to let	4
68	Can we make this quick?	The answer	4
73	All I know is --	I'm not going to	7
82	Who?	I'm not sure. I	5
83	Where did he go?	"I don	2
93	Neat.	The first thing I noticed	7
97	Hopefully.	"I'm not sure if	2
101	Perm?	The answer is yes.	2
105	No!	I'm not going to do that!	2
106	What?	You're not going to tell me what	9
108	You set me up.	I'm going to be	4
112	I guess I'll never know,	but I'm	2
114	God, you're just like him!	You're	2
120	Why didn't you tell me?	I	7
123	Just once.	"I'm sorry,	3
136	Like you care.	I'm sorry.	3
137	Listen, I know you hate	me, but I	2
138	You're welcome.	I'm sorry,	2
142	Can we go now?	I'm not	19
152	I think you're a freak.	You're a	3
153	What do you think?	[Image via	2
159	Nowhere.	The only thing that's	2
163	Fine.	I'm not sure what to	2
165	He's not a "hot rod".	He's	2
176	It's just a party.	It's just a	2
177	Oh, God.	I'm so sorry. I	2
181	Otherwise known as an orgy?	The	6
184	Daddy, I --	I'm sorry. I'm	3
191	Now don't get upset.	I'm not going	3
192	Just sent 'em through.	"I	11
193	Padua girls.	"I'm not	6
197	Always a pleasure, Brucie.		13
208	Okay!	I'm going to go get some coffee	2
219	You got him involved?	I don't	3
223	That's what I just said	. I'm not	2
248	Why not?	The answer is that the	3
249	Bianca Stratford.	The first	5
252	That girl -- I --	I'm sorry, I	3
256	How many people go here?	I don	3
260	Yeah.	I'm not sure if I'm going	9
264	C'mon.	You're not going to get	2
281	It's off.	"I'm going	2
291	And why would I do	that? Because I'm	2
304	Do what?	The answer is that you	2
305	How'd you do it?	I was	4
307	It's about time.	The first thing	5
316	When I shell out fifty,	I'm going to	3
319	Fine, thirty.	"I'm sorry	4
354	Okay, okay, we won't go.	We	2
365	What'd he say?	"I'm	6
381	What's this?	You're not going to let	2
400	Really?	I'm not sure what you mean by	2
436	Hearsay.	The first thing you	3
440	For.	The first thing you need to	3
473	Pleasant?	I'm not sure	4
505	I know.	I know. I know. I	3
574	Was that your sister?	I'm sorry	6
604	You think?	I think it's a	2
715	God.	The Bible is the word of	2
728	Well.	I'm not sure what to say.	2
752	I am not listening, Father.	I am not	2
838	If God intends you to	be a good person,	2
851	How can you be so	sure that you're not	2
951	Yeah, yeah.	I'm not going to say	2
