index-of-output:	1	actual-response:	I'm not sure	number-of-repeats:	12
index-of-output:	2	actual-response:	"I'm not	number-of-repeats:	20
index-of-output:	4	actual-response:	The first thing I	number-of-repeats:	3
index-of-output:	6	actual-response:	to get a new	number-of-repeats:	2
index-of-output:	14	actual-response:	"I'm not sure what	number-of-repeats:	5
index-of-output:	15	actual-response:	I'm not sure what	number-of-repeats:	3
index-of-output:	17	actual-response:	1: The first thing I want to	number-of-repeats:	7
index-of-output:	19	actual-response:	I'm	number-of-repeats:	13
index-of-output:	20	actual-response:	the fact that the government is now trying to	number-of-repeats:	2
index-of-output:	22	actual-response:	I'm not going to be	number-of-repeats:	5
index-of-output:	31	actual-response:	I'm a little bit of a fan	number-of-repeats:	2
index-of-output:	36	actual-response:		number-of-repeats:	14
index-of-output:	41	actual-response:	You're so sweet. I	number-of-repeats:	2
index-of-output:	45	actual-response:	The first thing you need to	number-of-repeats:	5
index-of-output:	52	actual-response:	The first thing to do is	number-of-repeats:	3
index-of-output:	53	actual-response:	"	number-of-repeats:	5
index-of-output:	58	actual-response:	The answer is simple: the	number-of-repeats:	6
index-of-output:	64	actual-response:	I'm not going	number-of-repeats:	5
index-of-output:	68	actual-response:	Yes,	number-of-repeats:	2
index-of-output:	73	actual-response:	I'm not going to	number-of-repeats:	5
index-of-output:	77	actual-response:	He's	number-of-repeats:	3
index-of-output:	81	actual-response:	"I'm not going	number-of-repeats:	9
index-of-output:	82	actual-response:	The answer is: the people	number-of-repeats:	4
index-of-output:	93	actual-response:	The first thing I noticed	number-of-repeats:	5
index-of-output:	101	actual-response:	The first thing to note	number-of-repeats:	2
index-of-output:	105	actual-response:	I'm not going to do that!	number-of-repeats:	2
index-of-output:	106	actual-response:	I'm not sure what you	number-of-repeats:	12
index-of-output:	108	actual-response:	I'm going to be	number-of-repeats:	2
index-of-output:	112	actual-response:	but I'm	number-of-repeats:	2
index-of-output:	114	actual-response:	You're	number-of-repeats:	2
index-of-output:	126	actual-response:	"I'm not sure	number-of-repeats:	4
index-of-output:	137	actual-response:	me, but I	number-of-repeats:	2
index-of-output:	138	actual-response:	I'm sorry.	number-of-repeats:	2
index-of-output:	142	actual-response:	I'm not	number-of-repeats:	9
index-of-output:	153	actual-response:	What do you	number-of-repeats:	2
index-of-output:	161	actual-response:	I'm going	number-of-repeats:	2
index-of-output:	167	actual-response:	I'm not going to be able	number-of-repeats:	2
index-of-output:	174	actual-response:	I'm not going to let	number-of-repeats:	3
index-of-output:	176	actual-response:	It's a party	number-of-repeats:	2
index-of-output:	184	actual-response:	I'm sorry. I'm	number-of-repeats:	5
index-of-output:	195	actual-response:	I'm a	number-of-repeats:	2
index-of-output:	201	actual-response:	The	number-of-repeats:	7
index-of-output:	203	actual-response:	"I'm	number-of-repeats:	12
index-of-output:	210	actual-response:	"I	number-of-repeats:	20
index-of-output:	215	actual-response:	The answer	number-of-repeats:	2
index-of-output:	218	actual-response:	I don	number-of-repeats:	4
index-of-output:	219	actual-response:	I don't	number-of-repeats:	4
index-of-output:	232	actual-response:	"I don't	number-of-repeats:	2
index-of-output:	248	actual-response:	The answer is that the	number-of-repeats:	2
index-of-output:	257	actual-response:	The first thing you need	number-of-repeats:	2
index-of-output:	260	actual-response:	I'm not sure. I think it	number-of-repeats:	3
index-of-output:	275	actual-response:	I	number-of-repeats:	7
index-of-output:	276	actual-response:	."I	number-of-repeats:	2
index-of-output:	291	actual-response:	that? I'm not	number-of-repeats:	2
index-of-output:	293	actual-response:	I'm sorry,	number-of-repeats:	2
index-of-output:	304	actual-response:	The answer is simple:	number-of-repeats:	3
index-of-output:	305	actual-response:	I was	number-of-repeats:	3
index-of-output:	307	actual-response:	The first thing	number-of-repeats:	7
index-of-output:	354	actual-response:	We	number-of-repeats:	2
index-of-output:	369	actual-response:	The answer is yes	number-of-repeats:	2
index-of-output:	381	actual-response:	A new game?	number-of-repeats:	2
index-of-output:	400	actual-response:	I'm not sure what you mean.	number-of-repeats:	2
index-of-output:	414	actual-response:	I'm not going to lie	number-of-repeats:	2
index-of-output:	458	actual-response:	"I'm not sure,"	number-of-repeats:	2
index-of-output:	466	actual-response:	"I'm sorry,	number-of-repeats:	2
index-of-output:	470	actual-response:	The first thing to	number-of-repeats:	2
index-of-output:	472	actual-response:	The first thing you	number-of-repeats:	2
index-of-output:	505	actual-response:	I'm not a fan of the	number-of-repeats:	3
index-of-output:	539	actual-response:	If you	number-of-repeats:	2
index-of-output:	587	actual-response:	You're not going to	number-of-repeats:	2
index-of-output:	602	actual-response:	The first	number-of-repeats:	3
index-of-output:	691	actual-response:	I am	number-of-repeats:	2
index-of-output:	703	actual-response:	The first thing to note is	number-of-repeats:	2
index-of-output:	715	actual-response:	"I'm not going to	number-of-repeats:	2
index-of-output:	728	actual-response:	I'm not going to say that I	number-of-repeats:	2
index-of-output:	740	actual-response:	Q. And you're not	number-of-repeats:	4
index-of-output:	752	actual-response:	I am not	number-of-repeats:	2
index-of-output:	833	actual-response:	The colon is the first	number-of-repeats:	2
index-of-output:	851	actual-response:	sure that the person you	number-of-repeats:	2
index-of-output:	951	actual-response:	I'm not going to say	number-of-repeats:	2
index-of-output:	961	actual-response:	"I think it	number-of-repeats:	2
