index-of-output:	1	actual-response:	I’	number-of-repeats:	50
index-of-output:	2	actual-response:	I'm not sure what	number-of-repeats:	7
index-of-output:	6	actual-response:	to get a new one	number-of-repeats:	2
index-of-output:	8	actual-response:	I'm not going to	number-of-repeats:	15
index-of-output:	10	actual-response:	I have been	number-of-repeats:	5
index-of-output:	13	actual-response:	I'm glad you're	number-of-repeats:	4
index-of-output:	17	actual-response:	1: The best player	number-of-repeats:	7
index-of-output:	20	actual-response:	the most important thing is	number-of-repeats:	2
index-of-output:	22	actual-response:	I don't think so	number-of-repeats:	2
index-of-output:	24	actual-response:	I was just trying to	number-of-repeats:	2
index-of-output:	27	actual-response:	I'm going	number-of-repeats:	2
index-of-output:	31	actual-response:	I'm new to the	number-of-repeats:	2
index-of-output:	41	actual-response:	I'm not."	number-of-repeats:	2
index-of-output:	45	actual-response:	is	number-of-repeats:	8
index-of-output:	51	actual-response:	." "I don't	number-of-repeats:	2
index-of-output:	52	actual-response:	I'm not	number-of-repeats:	29
index-of-output:	57	actual-response:	I have a	number-of-repeats:	5
index-of-output:	58	actual-response:	The reason is	number-of-repeats:	5
index-of-output:	61	actual-response:	The first thing	number-of-repeats:	11
index-of-output:	62	actual-response:	." "I'm sorry	number-of-repeats:	3
index-of-output:	83	actual-response:	I was just	number-of-repeats:	3
index-of-output:	101	actual-response:	A:	number-of-repeats:	7
index-of-output:	105	actual-response:	No! No	number-of-repeats:	2
index-of-output:	108	actual-response:	"	number-of-repeats:	7
index-of-output:	109	actual-response:		number-of-repeats:	15
index-of-output:	139	actual-response:	You're a good man	number-of-repeats:	2
index-of-output:	150	actual-response:	I'm a	number-of-repeats:	10
index-of-output:	151	actual-response:	"I'm	number-of-repeats:	18
index-of-output:	159	actual-response:	The first time	number-of-repeats:	8
index-of-output:	161	actual-response:	I'm going to be	number-of-repeats:	2
index-of-output:	163	actual-response:	I'll be there."	number-of-repeats:	2
index-of-output:	176	actual-response:	It's not a big	number-of-repeats:	2
index-of-output:	177	actual-response:	I'm so sorry."	number-of-repeats:	3
index-of-output:	181	actual-response:	The term �	number-of-repeats:	2
index-of-output:	195	actual-response:	Menu	number-of-repeats:	10
index-of-output:	203	actual-response:	I was in	number-of-repeats:	3
index-of-output:	223	actual-response:	." "I'm not	number-of-repeats:	4
index-of-output:	231	actual-response:	me?" "I'm	number-of-repeats:	2
index-of-output:	256	actual-response:	I've been	number-of-repeats:	2
index-of-output:	258	actual-response:	That’	number-of-repeats:	5
index-of-output:	261	actual-response:	I	number-of-repeats:	3
index-of-output:	264	actual-response:	You know you want to	number-of-repeats:	2
index-of-output:	265	actual-response:	I'm not sure I	number-of-repeats:	3
index-of-output:	274	actual-response:	I don't know.	number-of-repeats:	4
index-of-output:	279	actual-response:	me." "I'm	number-of-repeats:	6
index-of-output:	289	actual-response:	------j	number-of-repeats:	2
index-of-output:	291	actual-response:	that?" "Because I	number-of-repeats:	2
index-of-output:	293	actual-response:	”�	number-of-repeats:	6
index-of-output:	295	actual-response:	Main menu	number-of-repeats:	2
index-of-output:	297	actual-response:	I'm trying to read	number-of-repeats:	2
index-of-output:	334	actual-response:	up." "I'm	number-of-repeats:	2
index-of-output:	347	actual-response:	I'm a newbie	number-of-repeats:	3
index-of-output:	356	actual-response:	but I'm not sure	number-of-repeats:	2
index-of-output:	381	actual-response:	This blog is	number-of-repeats:	2
index-of-output:	391	actual-response:	I'm sorry. I	number-of-repeats:	2
index-of-output:	400	actual-response:	I thought you were a	number-of-repeats:	3
index-of-output:	403	actual-response:	I'm not sure if	number-of-repeats:	7
index-of-output:	470	actual-response:	I am a	number-of-repeats:	2
index-of-output:	492	actual-response:	I don't	number-of-repeats:	2
index-of-output:	505	actual-response:	I know	number-of-repeats:	3
index-of-output:	635	actual-response:	The following is	number-of-repeats:	2
index-of-output:	677	actual-response:	here." "I'm	number-of-repeats:	2
index-of-output:	711	actual-response:	?" "I'm not	number-of-repeats:	2
index-of-output:	740	actual-response:	I'm sure it's	number-of-repeats:	4
index-of-output:	780	actual-response:	I am not a man	number-of-repeats:	2
index-of-output:	851	actual-response:	sure?" "I'm	number-of-repeats:	2
